Employee_ID,Quarter,Age,Years_of_Experience,Department,Education_Level,Job_Level,Attendance_Rate,Absenteeism_Rate,Productivity_Score,Engagement_Score,Workload_Index,Training_Hours,Competency_Score,Collaboration_Score,Work_Quality_Score,Previous_Performance_Score,Performance_Category,ProductivityScore,WorkLifeBalance
E00100,4,35.31,13.35,IT,Master,Senior,88.05,12.48,68.74,78.97,44.84,5.07,71.94,68.12,72.34,70.89,1,68.74,0.0
E00100,5,35.31,13.35,IT,Master,Senior,94.74,5.48,61.97,75.2,67.87,20.62,70.79,63.76,69.32,70.61,1,61.97,0.0
E00101,1,30.28,5.88,Customer Service,Bachelor,Senior,92.11,7.89,51.01,56.96,48.09,8.16,48.99,52.4,68.48,51.42,0,51.01,0.0
E00101,2,30.28,5.88,Customer Service,Bachelor,Senior,87.98,12.0,48.49,62.24,34.41,9.1,38.16,62.2,50.16,55.39,1,48.49,0.0
E00101,3,30.28,5.88,Customer Service,Bachelor,Senior,91.67,8.48,51.32,67.44,48.46,16.09,45.55,70.35,61.85,62.17,1,51.32,0.0
E00101,4,30.28,5.88,Customer Service,Bachelor,Senior,96.65,3.69,52.33,62.64,53.7,7.92,40.91,74.34,64.46,61.5,1,52.33,0.0
E00101,5,30.28,5.88,Customer Service,Bachelor,Senior,99.61,0.0,77.74,66.79,51.69,14.74,47.87,72.55,66.34,61.21,1,77.74,0.0
E00102,1,34.26,15.42,IT,Master,Junior,87.77,11.21,66.69,50.3,58.7,15.15,63.04,62.26,67.21,56.98,1,66.69,0.0
E00102,2,34.26,15.42,IT,Master,Junior,89.46,10.59,67.23,38.76,53.69,27.57,68.98,58.57,58.01,66.45,1,67.23,0.0
E00102,3,34.26,15.42,IT,Master,Junior,87.12,12.42,48.78,50.46,26.69,16.68,66.14,60.4,64.89,62.95,1,48.78,0.0
E00102,4,34.26,15.42,IT,Master,Junior,91.71,9.06,55.94,47.42,38.37,13.28,66.67,53.79,68.93,60.27,1,55.94,0.0
E00102,5,34.26,15.42,IT,Master,Junior,88.52,11.82,63.69,56.81,51.52,14.31,64.82,61.7,64.66,62.13,1,63.69,0.0
E00103,1,32.06,9.17,Research and Development,Master,Junior,90.99,8.99,78.21,60.77,50.08,14.77,62.34,74.1,70.03,65.65,1,78.21,0.0
E00103,2,32.06,9.17,Research and Development,Master,Junior,86.7,12.87,52.52,69.94,43.98,15.77,64.59,72.92,66.42,71.79,1,52.52,0.0
E00103,3,32.06,9.17,Research and Development,Master,Junior,93.52,6.44,61.04,56.7,65.3,7.63,59.36,64.91,60.35,64.55,1,61.04,0.0
E00103,4,32.06,9.17,Research and Development,Master,Junior,88.23,12.07,51.19,52.68,49.99,9.26,62.88,63.65,52.1,64.05,1,51.19,0.0
E00103,5,32.06,9.17,Research and Development,Master,Junior,91.08,9.04,75.47,58.01,45.68,9.85,63.54,56.83,73.53,61.5,1,75.47,0.0
E00104,1,41.5,21.16,Customer Service,Bachelor,Mid,84.79,15.48,55.23,37.92,37.28,17.2,56.4,63.47,55.36,53.09,1,55.23,0.0
E00104,2,41.5,21.16,Customer Service,Bachelor,Mid,87.99,12.47,68.02,35.02,50.91,13.9,52.01,49.0,64.15,61.13,1,68.02,0.0
E00104,3,41.5,21.16,Customer Service,Bachelor,Mid,93.41,6.79,62.49,40.93,36.81,18.41,58.17,49.77,67.09,67.15,1,62.49,0.0
E00104,4,41.5,21.16,Customer Service,Bachelor,Mid,91.37,9.91,57.44,27.52,31.75,16.37,53.81,56.53,62.03,64.78,1,57.44,0.0
E00104,5,41.5,21.16,Customer Service,Bachelor,Mid,90.29,9.34,56.32,36.45,50.97,12.65,57.93,55.91,60.38,61.18,0,56.32,0.0
E00105,1,34.4,13.11,Operations,Bachelor,Junior,86.49,15.53,72.23,46.71,45.02,10.05,62.9,60.38,63.63,45.27,1,72.23,0.0
E00105,2,34.4,13.11,Operations,Bachelor,Junior,95.6,4.4,56.5,39.73,42.35,9.54,63.76,68.16,67.01,64.26,1,56.5,0.0
E00105,3,34.4,13.11,Operations,Bachelor,Junior,92.24,8.62,76.64,34.71,39.66,24.99,73.28,32.41,72.21,64.19,1,76.64,0.0
E00105,4,34.4,13.11,Operations,Bachelor,Junior,85.84,15.26,60.76,42.09,63.06,7.98,57.87,56.74,69.0,66.04,0,60.76,0.0
E00105,5,34.4,13.11,Operations,Bachelor,Junior,90.63,10.17,68.88,42.94,49.9,17.09,66.4,56.88,73.66,54.63,1,68.88,0.0
E00106,1,41.57,19.54,IT,Bachelor,Entry,88.37,11.78,61.66,53.55,37.34,14.69,80.0,67.83,76.23,55.05,1,61.66,0.0
E00106,2,41.57,19.54,IT,Bachelor,Entry,86.37,13.77,55.04,42.79,53.7,18.76,87.07,49.96,66.78,69.16,1,55.04,0.0
E00106,3,41.57,19.54,IT,Bachelor,Entry,92.31,7.78,63.23,60.13,59.09,12.63,69.74,64.37,75.96,68.76,1,63.23,0.0
E00106,4,41.57,19.54,IT,Bachelor,Entry,90.54,11.48,82.65,49.07,48.09,17.05,76.91,66.51,72.94,70.1,1,82.65,0.0
E00106,5,41.57,19.54,IT,Bachelor,Entry,87.29,13.32,68.74,42.35,46.81,9.24,77.03,49.14,71.18,73.82,1,68.74,0.0
E00107,1,23.75,3.4,Finance,Master,Manager,87.89,11.28,73.39,67.14,30.35,12.44,62.43,68.05,64.87,47.31,1,73.39,0.0
E00107,2,23.75,3.4,Finance,Master,Manager,87.59,12.99,43.2,52.92,48.12,14.37,59.99,54.02,55.01,66.51,0,43.2,0.0
E00107,3,23.75,3.4,Finance,Master,Manager,91.47,9.21,67.99,66.23,77.08,17.35,60.17,54.4,64.93,57.95,1,67.99,0.0
E00107,4,23.75,3.4,Finance,Master,Manager,93.25,7.61,62.75,67.21,67.83,11.39,70.67,58.89,66.43,64.82,1,62.75,0.0
E00107,5,23.75,3.4,Finance,Master,Manager,87.2,14.41,58.1,63.3,49.41,8.79,60.96,61.86,60.25,69.23,1,58.1,0.0
E00108,1,37.0,13.01,IT,Master,Mid,80.9,18.83,66.95,40.27,53.02,9.71,65.17,66.75,63.56,47.6,1,66.95,0.0
E00108,2,37.0,13.01,IT,Master,Mid,89.91,9.18,65.34,46.02,39.94,13.93,64.27,52.21,63.48,64.28,1,65.34,0.0
E00108,3,37.0,13.01,IT,Master,Mid,91.46,7.57,64.89,45.6,34.12,60.0,78.83,63.94,67.95,64.71,1,64.89,0.0
E00108,4,37.0,13.01,IT,Master,Mid,83.81,14.92,51.86,44.17,59.21,8.21,61.64,49.61,68.14,66.11,0,51.86,0.0
E00108,5,37.0,13.01,IT,Master,Mid,99.04,1.26,72.43,55.36,68.91,10.85,66.02,60.13,73.26,56.44,2,72.43,0.0
E00109,1,39.48,20.59,Sales,Master,Senior,83.57,17.1,65.67,94.77,50.56,12.07,64.01,80.65,74.64,70.24,1,65.67,0.0
E00109,2,39.48,20.59,Sales,Master,Senior,86.94,12.79,65.84,82.78,32.48,10.16,66.21,67.73,57.82,74.31,1,65.84,0.0
E00109,3,39.48,20.59,Sales,Master,Senior,87.94,11.64,68.59,86.09,44.56,7.05,64.93,73.59,78.83,65.12,1,68.59,0.0
E00109,4,39.48,20.59,Sales,Master,Senior,88.09,11.32,74.27,96.36,50.4,17.9,73.36,78.66,81.21,65.64,2,74.27,0.0
E00109,5,39.48,20.59,Sales,Master,Senior,99.09,1.85,65.44,90.43,65.79,5.53,62.56,61.16,70.31,85.89,2,65.44,0.0
E00110,1,27.37,6.32,Customer Service,PhD,Mid,88.85,10.99,75.53,57.56,76.83,9.91,100.0,57.79,82.84,72.54,2,75.53,0.0
E00110,2,27.37,6.32,Customer Service,PhD,Mid,93.42,5.65,74.65,61.29,64.52,6.85,100.0,68.01,80.37,76.31,1,74.65,0.0
E00110,3,27.37,6.32,Customer Service,PhD,Mid,89.55,10.02,67.55,58.17,52.45,7.74,100.0,58.44,82.49,73.42,1,67.55,0.0
E00110,4,27.37,6.32,Customer Service,PhD,Mid,91.09,8.09,73.69,58.71,81.54,8.0,93.14,50.66,82.27,73.58,1,73.69,0.0
E00110,5,27.37,6.32,Customer Service,PhD,Mid,94.21,5.46,77.36,71.98,70.53,4.98,98.63,83.74,74.82,74.12,2,77.36,0.0
E00111,1,48.91,27.06,Marketing,Master,Mid,90.88,9.12,63.51,67.75,69.7,9.23,84.11,50.92,63.45,58.62,1,63.51,0.0
E00111,2,48.91,27.06,Marketing,Master,Mid,90.44,9.1,84.66,65.85,76.52,19.36,91.5,62.82,82.79,70.05,2,84.66,0.0
E00111,3,48.91,27.06,Marketing,Master,Mid,89.44,10.3,69.05,72.24,54.73,22.5,82.7,84.47,77.14,76.06,2,69.05,0.0
E00111,4,48.91,27.06,Marketing,Master,Mid,87.35,12.9,70.79,79.28,42.15,23.45,89.35,65.72,73.52,78.76,1,70.79,0.0
E00111,5,48.91,27.06,Marketing,Master,Mid,90.22,10.13,66.72,73.38,48.1,13.96,90.63,59.75,64.21,70.09,1,66.72,0.0
E00112,1,31.73,11.3,Customer Service,Bachelor,Entry,90.73,10.14,70.49,74.43,63.92,29.62,94.14,49.98,82.11,67.73,2,70.49,0.0
E00112,2,31.73,11.3,Customer Service,Bachelor,Entry,87.9,11.82,81.3,73.11,58.19,15.26,88.32,79.57,84.11,79.63,2,81.3,0.0
E00112,3,31.73,11.3,Customer Service,Bachelor,Entry,93.47,6.3,75.3,70.49,54.16,10.55,85.74,71.16,66.57,82.46,1,75.3,0.0
E00112,4,31.73,11.3,Customer Service,Bachelor,Entry,94.03,5.2,73.51,77.17,56.4,6.65,79.22,60.41,79.15,73.77,1,73.51,0.0
E00112,5,31.73,11.3,Customer Service,Bachelor,Entry,87.93,13.34,67.92,76.41,50.55,9.63,82.32,71.48,75.02,71.31,2,67.92,0.0
E00113,1,32.84,8.44,IT,Master,Mid,93.25,6.62,79.38,79.99,53.6,6.66,82.63,69.52,73.0,67.51,2,79.38,0.0
E00113,2,32.84,8.44,IT,Master,Mid,88.59,11.08,78.15,84.5,54.09,4.66,80.84,75.93,83.72,77.26,2,78.15,0.0
E00113,3,32.84,8.44,IT,Master,Mid,89.12,10.42,67.66,74.91,57.49,12.03,80.21,65.86,72.62,82.99,2,67.66,0.0
E00113,4,32.84,8.44,IT,Master,Mid,89.12,10.58,73.82,80.67,71.59,5.85,80.54,73.42,79.06,77.61,2,73.82,0.0
E00113,5,32.84,8.44,IT,Master,Mid,89.78,9.19,77.52,78.57,40.33,14.72,85.71,69.34,75.9,75.61,2,77.52,0.0
E00114,1,29.09,6.97,Marketing,Diploma,Mid,87.62,12.7,73.73,62.8,45.29,22.7,80.44,70.52,70.26,71.54,2,73.73,0.0
E00114,2,29.09,6.97,Marketing,Diploma,Mid,90.59,10.56,67.86,69.88,53.86,15.61,82.37,59.53,72.9,77.16,1,67.86,0.0
E00114,3,29.09,6.97,Marketing,Diploma,Mid,87.29,12.37,65.94,74.39,58.37,9.84,70.98,59.06,74.92,72.51,1,65.94,0.0
E00114,4,29.09,6.97,Marketing,Diploma,Mid,94.94,5.81,70.62,88.16,51.6,20.35,68.74,69.25,61.64,74.06,2,70.62,0.0
E00114,5,29.09,6.97,Marketing,Diploma,Mid,94.8,5.53,78.43,76.26,42.32,14.49,70.82,74.66,71.12,78.49,2,78.43,0.0
E00115,1,25.04,0.0,Operations,Master,Junior,91.52,8.99,72.25,70.87,38.55,9.53,73.2,80.71,68.41,69.07,2,72.25,0.0
E00115,2,25.04,0.0,Operations,Master,Junior,90.79,7.72,68.03,74.15,65.2,11.06,70.05,88.76,66.29,75.06,1,68.03,0.0
E00115,3,25.04,0.0,Operations,Master,Junior,90.28,10.35,59.89,75.33,52.42,14.19,72.81,71.38,72.29,69.13,2,59.89,0.0
E00115,4,25.04,0.0,Operations,Master,Junior,96.51,3.23,70.67,75.46,56.77,8.85,72.64,69.77,88.04,78.72,2,70.67,0.0
E00115,5,25.04,0.0,Operations,Master,Junior,90.79,8.32,75.76,75.37,58.88,7.0,66.02,70.31,63.09,81.4,1,75.76,0.0
E00116,1,31.93,10.37,HR,Bachelor,Mid,92.64,7.26,71.02,59.16,42.14,12.05,80.61,55.27,72.9,70.06,1,71.02,0.0
E00116,2,31.93,10.37,HR,Bachelor,Mid,94.0,6.08,67.09,59.92,39.71,10.37,78.46,71.5,69.64,68.78,2,67.09,0.0
E00116,3,31.93,10.37,HR,Bachelor,Mid,90.08,10.66,70.37,60.32,50.22,21.89,77.45,69.81,77.01,77.03,2,70.37,0.0
E00116,4,31.93,10.37,HR,Bachelor,Mid,93.25,7.41,53.55,70.72,69.61,13.44,83.81,51.64,63.7,75.49,1,53.55,0.0
E00116,5,31.93,10.37,HR,Bachelor,Mid,90.71,9.28,74.63,56.5,54.13,12.64,83.56,52.53,66.35,69.69,1,74.63,0.0
E00117,1,34.86,12.7,Customer Service,PhD,Senior,88.8,10.87,68.33,67.55,46.05,15.05,57.63,58.07,68.16,62.52,1,68.33,0.0
E00117,2,34.86,12.7,Customer Service,PhD,Senior,89.56,10.49,52.18,71.77,56.82,9.31,60.17,48.9,54.35,69.59,1,52.18,0.0
E00117,3,34.86,12.7,Customer Service,PhD,Senior,94.31,5.34,63.63,60.69,45.19,23.08,69.16,54.9,61.12,65.86,1,63.63,0.0
E00117,4,34.86,12.7,Customer Service,PhD,Senior,90.59,9.92,68.36,72.33,60.4,34.98,75.17,64.8,82.41,73.26,1,68.36,0.0
E00117,5,34.86,12.7,Customer Service,PhD,Senior,88.61,10.39,63.5,71.0,59.79,9.08,58.39,67.96,62.93,74.05,1,63.5,0.0
E00118,1,37.06,14.9,Research and Development,Master,Senior,85.9,13.86,58.9,73.23,36.51,16.63,58.91,50.51,59.78,49.93,1,58.9,0.0
E00118,2,37.06,14.9,Research and Development,Master,Senior,90.41,9.51,56.28,75.93,55.78,12.24,60.23,62.2,64.37,65.77,1,56.28,0.0
E00118,3,37.06,14.9,Research and Development,Master,Senior,90.45,8.43,65.51,64.02,37.0,19.39,56.39,59.36,64.55,68.63,1,65.51,0.0
E00118,4,37.06,14.9,Research and Development,Master,Senior,95.48,4.58,76.23,80.17,74.84,22.87,68.89,72.72,72.12,68.08,2,76.23,0.0
E00118,5,37.06,14.9,Research and Development,Master,Senior,96.77,1.79,68.89,66.88,60.17,3.49,66.45,66.72,59.44,78.91,1,68.89,0.0
E00119,1,45.85,22.81,HR,PhD,Manager,90.08,9.11,69.78,59.4,69.5,11.45,80.15,66.77,68.9,57.92,1,69.78,0.0
E00119,2,45.85,22.81,HR,PhD,Manager,90.96,8.08,66.92,58.28,38.43,9.55,73.1,44.59,59.15,69.17,1,66.92,0.0
E00119,3,45.85,22.81,HR,PhD,Manager,84.73,14.59,64.58,59.89,42.43,18.83,70.41,69.17,67.54,69.97,1,64.58,0.0
E00119,4,45.85,22.81,HR,PhD,Manager,90.09,9.68,72.92,49.88,89.4,12.04,66.48,66.01,67.31,63.97,1,72.92,0.0
E00119,5,45.85,22.81,HR,PhD,Manager,93.55,7.73,67.31,60.03,46.84,16.45,71.42,67.58,65.12,64.85,2,67.31,0.0
E00120,1,25.0,6.07,IT,Bachelor,Junior,84.2,16.64,63.42,57.17,58.5,9.49,51.04,62.75,62.56,58.43,1,63.42,0.0
E00120,2,25.0,6.07,IT,Bachelor,Junior,96.02,4.37,60.77,67.4,49.17,6.24,57.96,63.61,55.05,64.98,1,60.77,0.0
E00120,3,25.0,6.07,IT,Bachelor,Junior,90.59,8.15,66.43,63.07,67.21,37.83,61.42,53.2,56.52,68.56,1,66.43,0.0
E00120,4,25.0,6.07,IT,Bachelor,Junior,96.17,3.67,57.94,56.3,37.54,16.97,51.17,57.99,54.0,71.1,1,57.94,0.0
E00120,5,25.0,6.07,IT,Bachelor,Junior,100.0,0.0,55.74,58.81,49.69,8.92,47.12,61.65,59.55,65.41,1,55.74,0.0
E00121,1,27.57,5.76,Marketing,Bachelor,Entry,90.21,8.75,63.07,68.66,40.09,3.66,63.94,65.32,67.04,61.0,1,63.07,0.0
E00121,2,27.57,5.76,Marketing,Bachelor,Entry,89.57,10.54,63.83,66.89,70.04,11.17,69.9,51.16,68.41,64.26,1,63.83,0.0
E00121,3,27.57,5.76,Marketing,Bachelor,Entry,98.76,1.09,56.47,75.7,39.77,12.07,61.8,76.47,59.08,69.47,1,56.47,0.0
E00121,4,27.57,5.76,Marketing,Bachelor,Entry,91.14,9.62,63.13,77.92,65.39,17.31,61.24,78.21,60.22,64.4,1,63.13,0.0
E00121,5,27.57,5.76,Marketing,Bachelor,Entry,96.42,2.32,69.98,75.48,51.65,11.81,62.9,49.73,64.23,72.07,1,69.98,0.0
E00122,1,32.64,12.74,Customer Service,Bachelor,Senior,93.16,7.0,61.26,75.36,68.84,19.08,65.85,63.95,81.77,75.85,1,61.26,0.0
E00122,2,32.64,12.74,Customer Service,Bachelor,Senior,91.7,8.16,67.23,76.89,61.49,15.09,62.08,66.0,74.59,73.83,1,67.23,0.0
E00122,3,32.64,12.74,Customer Service,Bachelor,Senior,90.27,8.3,76.84,71.96,26.39,3.1,58.44,65.61,64.43,61.86,1,76.84,0.0
E00122,4,32.64,12.74,Customer Service,Bachelor,Senior,98.34,2.18,72.65,79.48,48.71,6.93,57.86,67.45,65.4,68.43,1,72.65,0.0
E00122,5,32.64,12.74,Customer Service,Bachelor,Senior,99.19,0.98,55.48,73.83,52.71,22.49,61.91,65.67,84.16,74.68,2,55.48,0.0
E00123,1,30.45,8.36,HR,Bachelor,Senior,84.37,15.7,69.93,64.12,48.06,6.65,62.47,55.77,79.53,59.6,1,69.93,0.0
E00123,2,30.45,8.36,HR,Bachelor,Senior,97.43,3.41,65.89,79.35,69.96,24.34,61.46,59.41,68.02,69.68,1,65.89,0.0
E00123,3,30.45,8.36,HR,Bachelor,Senior,95.13,4.72,51.8,71.23,66.93,11.48,57.87,70.56,60.49,74.96,1,51.8,0.0
E00123,4,30.45,8.36,HR,Bachelor,Senior,92.99,6.47,69.58,68.93,50.12,13.23,69.89,60.17,80.23,68.59,1,69.58,0.0
E00123,5,30.45,8.36,HR,Bachelor,Senior,94.41,5.53,63.56,63.86,30.81,15.99,62.02,68.88,56.61,73.09,1,63.56,0.0
E00124,1,35.68,16.99,Sales,Master,Entry,92.82,7.5,77.84,88.84,47.31,10.94,71.48,74.64,82.86,55.22,2,77.84,0.0
E00124,2,35.68,16.99,Sales,Master,Entry,89.05,10.8,64.98,87.49,42.4,25.42,71.3,81.06,86.11,80.66,2,64.98,0.0
E00124,3,35.68,16.99,Sales,Master,Entry,96.2,3.34,61.59,91.38,37.4,5.82,70.29,54.19,76.18,76.25,1,61.59,0.0
E00124,4,35.68,16.99,Sales,Master,Entry,94.28,6.35,68.18,92.18,72.05,10.9,61.4,69.81,66.51,72.77,1,68.18,0.0
E00124,5,35.68,16.99,Sales,Master,Entry,96.2,2.52,74.95,82.14,33.88,25.88,73.87,77.72,73.23,73.81,2,74.95,0.0
E00125,1,37.64,18.42,Operations,Bachelor,Entry,88.07,13.35,71.49,75.53,72.99,19.78,71.75,90.77,74.98,67.84,2,71.49,0.0
E00125,2,37.64,18.42,Operations,Bachelor,Entry,88.69,11.1,57.8,75.36,58.9,11.21,68.34,63.91,61.19,76.69,1,57.8,0.0
E00125,3,37.64,18.42,Operations,Bachelor,Entry,92.27,6.1,61.64,84.61,49.97,6.54,70.14,70.36,72.57,68.32,1,61.64,0.0
E00125,4,37.64,18.42,Operations,Bachelor,Entry,95.85,4.74,79.0,84.26,33.33,30.66,75.28,71.78,88.04,72.07,2,79.0,0.0
E00125,5,37.64,18.42,Operations,Bachelor,Entry,91.1,8.78,63.45,82.95,73.31,7.8,66.36,77.37,61.05,87.37,2,63.45,0.0
E00126,1,21.0,0.79,HR,Bachelor,Entry,85.89,14.74,71.2,86.65,72.62,6.18,71.84,48.71,70.45,68.41,1,71.2,0.0
E00126,2,21.0,0.79,HR,Bachelor,Entry,96.83,2.38,79.65,83.31,40.43,10.98,84.78,69.65,77.88,71.83,2,79.65,0.0
E00126,3,21.0,0.79,HR,Bachelor,Entry,88.32,11.28,79.43,87.98,39.97,4.62,85.16,73.72,71.67,85.89,1,79.43,0.0
E00126,4,21.0,0.79,HR,Bachelor,Entry,92.79,6.49,81.76,94.32,61.61,6.27,83.89,79.15,68.87,71.79,2,81.76,0.0
E00126,5,21.0,0.79,HR,Bachelor,Entry,91.29,8.03,87.46,84.11,60.66,19.69,85.05,73.97,79.94,81.03,2,87.46,0.0
E00127,1,34.09,10.26,Marketing,PhD,Mid,86.36,12.15,58.37,47.59,74.32,17.08,88.71,63.8,78.06,72.04,1,58.37,0.0
E00127,2,34.09,10.26,Marketing,PhD,Mid,85.16,14.19,75.64,49.13,37.5,22.89,90.14,63.62,68.87,63.38,1,75.64,0.0
E00127,3,34.09,10.26,Marketing,PhD,Mid,87.54,12.76,78.13,45.56,63.5,32.8,86.48,66.51,71.48,71.18,1,78.13,0.0
E00127,4,34.09,10.26,Marketing,PhD,Mid,98.39,1.58,85.75,55.63,51.84,21.55,82.75,79.33,67.97,74.0,2,85.75,0.0
E00127,5,34.09,10.26,Marketing,PhD,Mid,95.12,4.37,66.49,53.43,78.91,11.37,84.85,54.72,67.67,80.57,1,66.49,0.0
E00128,1,43.89,23.66,Research and Development,Bachelor,Mid,93.11,7.83,69.49,64.47,46.13,6.56,69.87,79.35,73.54,58.08,1,69.49,0.0
E00128,2,43.89,23.66,Research and Development,Bachelor,Mid,93.53,5.82,71.17,69.22,78.3,14.5,66.33,77.87,74.55,72.22,1,71.17,0.0
E00128,3,43.89,23.66,Research and Development,Bachelor,Mid,91.04,8.57,55.66,58.02,47.34,18.3,65.68,68.35,62.83,71.58,1,55.66,0.0
E00128,4,43.89,23.66,Research and Development,Bachelor,Mid,91.09,8.39,67.85,75.68,67.88,8.91,69.73,69.89,78.04,63.22,1,67.85,0.0
E00128,5,43.89,23.66,Research and Development,Bachelor,Mid,87.57,12.89,63.33,66.39,47.26,20.47,70.11,62.53,63.3,71.2,1,63.33,0.0
E00129,1,42.53,19.69,Sales,Bachelor,Mid,86.94,12.91,50.24,62.93,41.44,18.7,54.39,53.58,66.55,59.68,1,50.24,0.0
E00129,2,42.53,19.69,Sales,Bachelor,Mid,94.89,3.32,49.17,57.8,58.07,13.15,53.54,75.23,62.87,64.85,1,49.17,0.0
E00129,3,42.53,19.69,Sales,Bachelor,Mid,84.08,15.13,72.05,60.97,39.01,18.37,53.92,71.6,62.09,60.03,1,72.05,0.0
E00129,4,42.53,19.69,Sales,Bachelor,Mid,90.54,9.55,61.9,63.22,55.22,23.51,54.96,58.58,63.8,69.79,1,61.9,0.0
E00129,5,42.53,19.69,Sales,Bachelor,Mid,88.29,12.18,60.75,69.74,53.57,19.58,53.1,55.14,58.22,65.14,1,60.75,0.0
E00130,1,42.56,23.52,Operations,Diploma,Entry,93.58,6.57,68.24,71.49,73.59,7.14,66.62,51.69,64.76,59.65,1,68.24,0.0
E00130,2,42.56,23.52,Operations,Diploma,Entry,91.64,9.08,61.01,63.4,69.64,13.9,72.34,54.08,74.24,71.97,1,61.01,0.0
E00130,3,42.56,23.52,Operations,Diploma,Entry,87.01,12.47,87.54,70.37,53.09,15.57,80.01,75.37,77.26,64.5,2,87.54,0.0
E00130,4,42.56,23.52,Operations,Diploma,Entry,91.14,9.52,73.38,73.94,43.62,16.71,65.71,71.58,71.2,82.61,1,73.38,0.0
E00130,5,42.56,23.52,Operations,Diploma,Entry,89.1,9.66,71.89,69.98,50.09,10.18,74.07,53.39,77.99,70.42,1,71.89,0.0
E00131,1,26.96,5.58,IT,Master,Senior,93.96,6.62,85.89,75.53,40.22,4.99,75.96,67.17,82.63,71.97,2,85.89,0.0
E00131,2,26.96,5.58,IT,Master,Senior,92.43,8.55,69.88,78.34,46.31,15.79,82.1,72.67,80.96,77.67,1,69.88,0.0
E00131,3,26.96,5.58,IT,Master,Senior,94.34,6.34,72.1,76.41,41.96,19.3,76.19,73.4,80.33,74.31,2,72.1,0.0
E00131,4,26.96,5.58,IT,Master,Senior,94.76,5.32,82.92,83.54,76.87,7.39,81.17,64.15,79.12,80.18,2,82.92,0.0
E00131,5,26.96,5.58,IT,Master,Senior,95.31,4.65,64.35,73.06,51.06,4.8,72.5,80.43,69.86,85.92,2,64.35,0.0
E00132,1,34.11,11.25,Customer Service,Master,Entry,84.74,15.01,69.55,63.2,59.89,20.97,94.7,68.22,61.69,68.2,1,69.55,0.0
E00132,2,34.11,11.25,Customer Service,Master,Entry,89.0,10.64,69.43,59.24,38.98,6.75,87.57,62.68,78.81,69.33,2,69.43,0.0
E00132,3,34.11,11.25,Customer Service,Master,Entry,93.6,7.27,68.73,63.24,75.45,8.35,83.71,68.76,66.26,76.16,1,68.73,0.0
E00132,4,34.11,11.25,Customer Service,Master,Entry,88.03,10.94,67.8,68.18,51.63,25.47,87.53,77.88,79.99,69.44,2,67.8,0.0
E00132,5,34.11,11.25,Customer Service,Master,Entry,94.16,5.86,75.48,55.05,64.11,20.19,89.05,64.42,63.52,78.86,2,75.48,0.0
E00133,1,44.34,24.0,Operations,Bachelor,Manager,88.11,11.78,77.39,68.51,47.4,11.46,94.65,65.09,87.34,63.97,2,77.39,0.0
E00133,2,44.34,24.0,Operations,Bachelor,Manager,93.02,7.57,74.52,83.43,60.06,8.58,93.04,66.27,80.97,81.72,2,74.52,0.0
E00133,3,44.34,24.0,Operations,Bachelor,Manager,93.93,5.34,74.43,86.95,50.41,6.11,83.02,79.81,73.11,85.95,2,74.43,0.0
E00133,4,44.34,24.0,Operations,Bachelor,Manager,92.21,7.7,67.28,79.62,73.12,6.97,77.87,75.07,81.01,77.73,1,67.28,0.0
E00133,5,44.34,24.0,Operations,Bachelor,Manager,92.65,6.34,86.77,85.87,53.0,6.81,90.06,64.08,75.93,72.54,2,86.77,0.0
E00134,1,40.77,22.73,Operations,Diploma,Junior,91.14,9.14,66.56,81.15,50.27,18.5,70.67,56.96,73.95,63.98,1,66.56,0.0
E00134,2,40.77,22.73,Operations,Diploma,Junior,88.29,11.32,66.99,85.32,61.64,6.17,70.15,64.67,74.33,74.6,2,66.99,0.0
E00134,3,40.77,22.73,Operations,Diploma,Junior,93.48,7.16,75.46,83.46,60.57,14.48,76.49,63.33,67.32,77.32,2,75.46,0.0
E00134,4,40.77,22.73,Operations,Diploma,Junior,93.48,6.86,55.19,78.21,55.55,12.31,74.19,75.11,73.27,79.82,1,55.19,0.0
E00134,5,40.77,22.73,Operations,Diploma,Junior,97.56,2.4,87.5,93.03,52.51,8.3,69.36,73.07,70.75,74.07,2,87.5,0.0
E00135,1,29.09,6.22,Sales,Master,Senior,90.5,10.39,63.43,63.7,25.96,18.68,57.87,60.9,64.34,65.32,1,63.43,0.0
E00135,2,29.09,6.22,Sales,Master,Senior,95.02,5.21,62.44,71.33,68.8,11.75,61.27,67.24,70.1,67.12,1,62.44,0.0
E00135,3,29.09,6.22,Sales,Master,Senior,83.65,17.03,43.86,72.29,84.1,30.56,56.83,66.83,61.68,73.76,1,43.86,0.0
E00135,4,29.09,6.22,Sales,Master,Senior,86.06,13.38,61.89,60.24,39.34,4.65,56.67,45.73,79.19,64.22,1,61.89,0.0
E00135,5,29.09,6.22,Sales,Master,Senior,93.33,5.95,65.5,63.2,44.96,12.79,60.7,57.01,71.45,64.31,1,65.5,0.0
E00136,1,43.42,23.52,Customer Service,Master,Mid,84.04,14.88,56.64,65.48,26.96,19.57,58.43,83.36,59.07,57.67,1,56.64,0.0
E00136,2,43.42,23.52,Customer Service,Master,Mid,90.46,9.02,75.19,58.48,51.36,8.32,66.86,67.76,60.68,63.42,1,75.19,0.0
E00136,3,43.42,23.52,Customer Service,Master,Mid,90.84,10.01,71.12,62.33,53.0,22.77,71.14,67.77,64.77,68.33,1,71.12,0.0
